Time(s),Raw_EMG,RMS,Normalized_RMS
0.534,0,0,0.0
0.539,0,0,0.0
0.544,0,0,0.0
0.549,105,0,0.0
0.554,0,0,0.0
0.559,0,0,0.0
0.564,0,0,0.0
0.569,0,0,0.0
0.574,89,0,0.0
0.579,0,0,0.0
0.584,0,0,0.0
0.589,0,0,0.0
0.594,0,0,0.0
0.599,0,0,0.0
0.604,0,0,0.0
0.609,589,0,0.0
0.614,1743,0,0.0
0.619,528,0,0.0
0.624,0,0,0.0
0.629,0,0,0.0
0.634,0,0,0.0
0.639,0,0,0.0
0.644,0,0,0.0
0.649,0,0,0.0
0.654,0,0,0.0
0.659,0,0,0.0
0.664,0,0,0.0
0.669,43,0,0.0
0.674,0,0,0.0
0.679,589,0,0.0
0.684,394,0,0.0
0.689,44,0,0.0
0.694,0,0,0.0
0.699,0,0,0.0
0.704,72,0,0.0
0.709,62,0,0.0
0.714,92,0,0.0
0.719,0,0,0.0
0.724,0,0,0.0
0.729,0,0,0.0
0.734,58,0,0.0
0.739,0,0,0.0
0.744,0,0,0.0
0.749,918,0,0.0
0.754,0,0,0.0
0.759,59,0,0.0
0.764,475,0,0.0
0.769,0,0,0.0
0.774,299,0,0.0
0.779,0,0,0.0
0.784,0,0,0.0
0.789,0,0,0.0
0.794,0,0,0.0
0.799,0,0,0.0
0.804,0,0,0.0
0.809,1096,0,0.0
0.814,655,0,0.0
0.819,0,0,0.0
0.824,1113,0,0.0
0.829,0,0,0.0
0.834,0,0,0.0
0.839,664,0,0.0
0.844,0,0,0.0
0.849,315,0,0.0
0.887,0,0,0.0
0.901,648,0,0.0
0.905,0,0,0.0
0.905,110,0,0.0
0.905,0,0,0.0
0.906,250,0,0.0
0.906,78,0,0.0
0.906,57,0,0.0
0.906,904,0,0.0
0.907,534,0,0.0
0.907,205,0,0.0
0.909,1660,0,0.0
0.914,1097,0,0.0
0.919,0,0,0.0
0.924,1741,0,0.0
0.931,494,0,0.0
0.934,207,0,0.0
0.939,40,0,0.0
0.944,620,0,0.0
0.949,1168,0,0.0
0.954,0,0,0.0
0.959,0,0,0.0
0.964,189,0,0.0
0.969,697,0,0.0
0.974,73,0,0.0
0.979,154,0,0.0
0.984,937,0,0.0
0.989,554,0,0.0
0.994,1559,0,0.0
0.999,0,0,0.0
1.004,224,0,0.0
1.009,480,0,0.0
1.014,1296,0,0.0
1.019,299,0,0.0
1.024,302,0,0.0
1.029,318,0,0.0
1.034,92,0,0.0
1.039,0,0,0.0
1.044,0,0,0.0
1.049,457,0,0.0
1.054,458,0,0.0
1.059,0,0,0.0
1.064,2087,0,0.0
1.069,1868,0,0.0
1.074,1576,0,0.0
1.079,1415,0,0.0
1.084,24,0,0.0
1.089,0,0,0.0
1.094,1084,0,0.0
1.099,1544,0,0.0
1.104,1165,0,0.0
1.109,62,0,0.0
1.114,524,0,0.0
1.119,0,0,0.0
1.124,43,0,0.0
1.129,1131,0,0.0
1.134,795,0,0.0
1.139,206,0,0.0
1.144,829,0,0.0
1.149,2502,0,0.0
1.154,2076,0,0.0
1.159,298,0,0.0
1.164,0,0,0.0
1.169,656,0,0.0
1.174,446,0,0.0
1.179,344,0,0.0
1.184,680,0,0.0
1.189,30,0,0.0
1.194,0,0,0.0
1.199,507,0,0.0
1.204,0,0,0.0
1.209,1704,0,0.0
1.214,1979,0,0.0
1.219,0,0,0.0
1.224,0,0,0.0
1.229,0,0,0.0
1.234,0,0,0.0
1.239,312,0,0.0
1.244,0,0,0.0
1.249,1024,0,0.0
1.254,492,0,0.0
1.259,688,0,0.0
1.264,665,0,0.0
1.269,409,0,0.0
1.275,72,0,0.0
1.28,813,0,0.0
1.285,919,0,0.0
1.29,1884,0,0.0
1.295,0,0,0.0
1.3,1455,0,0.0
1.305,2269,0,0.0
1.31,2010,0,0.0
1.315,0,0,0.0
1.32,1097,0,0.0
1.325,3015,0,0.0
1.33,424,0,0.0
1.335,270,0,0.0
1.34,1160,0,0.0
1.346,824,0,0.0
1.35,0,0,0.0
1.355,1191,0,0.0
1.36,631,0,0.0
1.365,0,0,0.0
1.37,1294,0,0.0
1.375,1322,0,0.0
1.38,457,0,0.0
1.385,1177,0,0.0
1.39,0,0,0.0
1.395,1209,0,0.0
1.4,552,0,0.0
1.405,266,0,0.0
1.41,0,0,0.0
1.415,0,0,0.0
1.42,101,0,0.0
1.425,1083,0,0.0
1.43,1529,0,0.0
1.435,0,0,0.0
1.44,287,0,0.0
1.445,703,0,0.0
1.45,185,0,0.0
1.455,254,0,0.0
1.46,0,0,0.0
1.465,1112,0,0.0
1.47,0,0,0.0
1.475,988,0,0.0
1.48,1599,0,0.0
1.485,811,0,0.0
1.491,0,0,0.0
1.495,0,0,0.0
1.5,334,0,0.0
1.505,0,0,0.0
1.51,0,0,0.0
1.515,0,0,0.0
1.52,0,0,0.0
1.525,0,0,0.0
1.53,842,0,0.0
1.535,6,0,0.0
1.54,88,0,0.0
1.545,4,0,0.0
1.55,24,0,0.0
1.555,1900,0,0.0
1.56,0,0,0.0
1.565,0,0,0.0
1.57,330,0,0.0
1.575,0,0,0.0
1.58,48,0,0.0
1.585,332,0,0.0
1.59,220,0,0.0
1.595,42,0,0.0
1.6,0,0,0.0
1.605,203,0,0.0
1.61,477,0,0.0
1.615,1097,0,0.0
1.62,378,0,0.0
1.625,1466,0,0.0
1.63,989,0,0.0
1.635,304,0,0.0
1.64,429,0,0.0
1.645,183,0,0.0
1.65,0,0,0.0
1.655,734,0,0.0
1.66,0,0,0.0
1.665,0,0,0.0
1.67,1,0,0.0
1.675,0,0,0.0
1.68,0,0,0.0
1.685,0,0,0.0
1.69,0,0,0.0
1.695,999,0,0.0
1.7,347,0,0.0
1.705,30,0,0.0
1.71,0,0,0.0
1.715,599,0,0.0
1.72,206,0,0.0
1.725,152,0,0.0
1.73,0,0,0.0
1.735,268,0,0.0
1.74,0,0,0.0
1.745,0,0,0.0
1.75,0,0,0.0
1.755,319,0,0.0
1.76,0,0,0.0
1.765,955,0,0.0
1.77,159,0,0.0
1.775,0,0,0.0
1.78,24,0,0.0
1.785,0,0,0.0
1.79,608,0,0.0
1.795,394,0,0.0
1.8,589,0,0.0
1.805,0,0,0.0
1.81,653,0,0.0
1.815,0,0,0.0
1.82,139,0,0.0
1.825,28,0,0.0
1.83,0,0,0.0
1.835,0,0,0.0
1.84,0,0,0.0
1.845,0,0,0.0
1.85,0,0,0.0
1.855,0,0,0.0
1.86,0,0,0.0
1.865,635,0,0.0
1.87,0,0,0.0
1.875,0,0,0.0
1.88,151,0,0.0
1.885,0,0,0.0
1.891,24,0,0.0
1.895,0,0,0.0
1.9,0,0,0.0
1.905,0,0,0.0
1.91,3,0,0.0
1.915,0,0,0.0
1.92,0,0,0.0
1.925,0,0,0.0
1.93,0,0,0.0
1.935,0,0,0.0
1.94,0,0,0.0
1.945,0,0,0.0
1.95,0,0,0.0
1.955,41,0,0.0
1.96,0,0,0.0
1.965,87,0,0.0
1.97,0,0,0.0
1.975,0,0,0.0
1.98,0,0,0.0
1.985,0,0,0.0
1.991,0,0,0.0
1.995,0,0,0.0
2.001,0,571.75,0.14
2.005,0,571.75,0.14
2.01,0,571.75,0.14
2.015,0,571.75,0.14
2.02,0,571.69,0.14
2.025,0,571.69,0.14
2.03,0,570.41,0.14
2.035,0,570.41,0.14
2.04,0,570.41,0.14
2.045,0,570.41,0.14
2.05,0,570.41,0.14
2.055,0,570.41,0.14
2.06,0,570.41,0.14
2.066,0,570.41,0.14
2.07,0,570.41,0.14
2.075,0,570.41,0.14
2.08,0,570.41,0.14
2.085,0,570.41,0.14
2.09,0,570.41,0.14
2.095,0,570.41,0.14
2.1,0,570.41,0.14
2.105,0,570.41,0.14
2.11,0,570.41,0.14
2.115,0,570.41,0.14
2.12,0,570.41,0.14
2.125,0,569.77,0.14
2.13,0,569.76,0.14
2.135,0,569.76,0.14
2.14,0,569.76,0.14
2.146,0,569.76,0.14
2.15,0,569.76,0.14
2.155,0,569.76,0.14
2.16,0,569.76,0.14
2.165,0,569.76,0.14
2.17,0,569.76,0.14
2.175,0,569.76,0.14
2.181,0,569.76,0.14
2.185,0,569.76,0.14
2.19,0,569.76,0.14
2.195,0,569.76,0.14
2.2,0,569.76,0.14
2.206,0,569.76,0.14
2.21,0,569.76,0.14
2.215,0,569.76,0.14
2.22,0,569.76,0.14
2.225,0,569.76,0.14
2.231,0,569.76,0.14
2.235,0,569.75,0.14
2.241,0,569.75,0.14
2.245,0,569.75,0.14
2.25,0,569.75,0.14
2.255,0,569.75,0.14
2.26,0,569.75,0.14
2.266,0,569.75,0.14
2.27,0,569.75,0.14
2.275,0,569.75,0.14
2.28,0,569.75,0.14
2.285,0,569.75,0.14
2.291,0,569.75,0.14
2.295,0,569.75,0.14
2.3,0,569.75,0.14
2.305,0,569.75,0.14
2.31,0,569.75,0.14
2.316,0,569.75,0.14
2.32,0,569.75,0.14
2.325,0,569.75,0.14
2.33,0,569.75,0.14
2.335,0,569.75,0.14
2.34,0,569.75,0.14
2.345,0,569.75,0.14
2.351,0,569.75,0.14
2.355,0,569.75,0.14
2.36,0,569.75,0.14
2.365,0,569.75,0.14
2.37,0,569.75,0.14
2.376,0,569.75,0.14
2.38,0,569.75,0.14
2.385,0,569.75,0.14
2.39,0,569.75,0.14
2.458,0,569.75,0.14
2.464,0,569.75,0.14
2.474,0,569.75,0.14
2.474,0,569.75,0.14
2.475,0,569.75,0.14
2.475,0,569.75,0.14
2.476,0,569.69,0.14
2.476,0,569.69,0.14
2.476,0,569.69,0.14
2.476,0,569.69,0.14
2.477,0,569.69,0.14
2.477,0,569.69,0.14
2.477,0,569.69,0.14
2.478,0,569.69,0.14
2.478,0,569.69,0.14
2.478,0,569.69,0.14
2.479,0,569.69,0.14
2.48,0,569.69,0.14
2.485,0,569.69,0.14
2.49,0,569.69,0.14
2.502,0,569.69,0.14
2.503,0,569.69,0.14
2.505,0,569.69,0.14
2.51,0,569.69,0.14
2.515,0,569.69,0.14
2.52,0,569.69,0.14
2.525,0,569.69,0.14
2.53,0,569.69,0.14
2.535,0,569.69,0.14
2.54,55,569.69,0.14
2.545,0,569.69,0.14
2.551,0,569.67,0.14
2.555,0,569.67,0.14
2.56,187,569.75,0.14
2.565,29,569.75,0.14
2.57,0,569.75,0.14
2.575,0,569.73,0.14
2.58,40,569.73,0.14
2.585,110,569.76,0.14
2.59,0,569.76,0.14
2.595,0,569.76,0.14
2.6,0,569.76,0.14
2.605,0,569.76,0.14
2.61,0,569.0,0.14
2.615,0,562.29,0.14
2.62,0,561.67,0.14
2.625,0,561.67,0.14
2.631,0,561.67,0.14
2.635,589,562.44,0.14
2.64,0,562.44,0.14
2.645,0,562.44,0.14
2.65,159,562.49,0.14
2.655,0,562.49,0.14
2.66,0,562.49,0.14
2.665,0,562.49,0.14
2.671,0,562.49,0.14
2.675,19,562.49,0.14
2.68,0,561.72,0.14
2.685,0,561.37,0.14
2.691,0,561.37,0.14
2.695,23,561.37,0.14
2.7,22,561.37,0.14
2.705,0,561.36,0.14
2.71,0,561.35,0.14
2.715,0,561.33,0.14
2.721,0,561.33,0.14
2.725,70,561.34,0.14
2.73,0,561.34,0.14
2.735,0,561.34,0.14
2.74,0,561.34,0.14
2.746,0,561.34,0.14
2.75,8,559.46,0.14
2.756,0,559.46,0.14
2.76,0,559.45,0.14
2.765,0,558.94,0.14
2.77,108,558.97,0.14
2.775,0,558.77,0.14
2.781,0,558.77,0.14
2.785,0,558.77,0.14
2.791,0,558.77,0.14
2.795,0,558.77,0.14
2.8,0,558.77,0.14
2.806,1577,564.31,0.14
2.81,423,562.04,0.14
2.815,2461,574.42,0.14
2.82,0,574.42,0.14
2.825,508,572.28,0.14
2.83,525,572.88,0.14
2.835,635,573.76,0.14
2.842,0,572.8,0.14
2.845,46,572.8,0.14
2.85,203,572.68,0.14
2.855,1388,576.87,0.14
2.86,0,575.95,0.14
2.866,1800,582.94,0.14
2.87,0,582.92,0.14
2.875,592,583.67,0.14
2.88,0,583.54,0.14
2.885,603,584.3,0.14
2.891,1607,589.79,0.14
2.895,3,588.06,0.14
2.9,348,587.71,0.14
2.905,0,587.62,0.14
2.911,0,581.73,0.14
2.915,1884,586.75,0.14
2.921,2249,597.43,0.15
2.925,107,591.07,0.14
2.93,1722,596.8,0.15
2.935,2813,613.06,0.15
2.94,0,613.06,0.15
2.945,920,614.0,0.15
2.951,1004,613.28,0.15
2.955,139,613.32,0.15
2.96,0,613.32,0.15
2.965,156,613.29,0.15
2.97,526,612.87,0.15
2.975,476,613.32,0.15
2.98,0,613.27,0.15
2.986,201,611.56,0.15
2.99,875,612.5,0.15
2.995,0,607.52,0.15
3.0,649,608.38,0.15
3.005,715,609.33,0.15
3.011,918,610.58,0.15
3.015,2806,623.13,0.15
3.02,3913,652.96,0.16
3.025,0,652.78,0.16
3.03,391,652.88,0.16
3.035,2190,661.98,0.16
3.04,0,661.98,0.16
3.045,0,661.98,0.16
3.05,1210,664.35,0.16
3.055,1549,668.46,0.16
3.06,411,668.77,0.16
3.065,1960,667.81,0.16
3.07,0,661.25,0.16
3.075,1662,661.77,0.16
3.08,1120,660.36,0.16
3.085,2398,671.16,0.16
3.091,1255,674.08,0.16
3.095,2169,680.6,0.17
3.1,1495,680.32,0.17
3.105,0,677.82,0.17
3.11,3367,698.41,0.17
3.115,1335,701.1,0.17
3.12,1772,706.68,0.17
3.125,2951,721.92,0.18
3.13,0,719.7,0.18
3.135,318,718.78,0.18
3.14,539,719.21,0.18
3.145,0,718.01,0.18
3.15,123,707.06,0.17
3.155,671,700.2,0.17
3.16,157,700.09,0.17
3.165,2334,709.75,0.17
3.171,0,708.99,0.17
3.175,0,708.64,0.17
3.18,17,708.43,0.17
3.185,0,707.61,0.17
3.19,510,708.07,0.17
3.195,1160,710.44,0.17
3.2,719,710.9,0.17
3.205,143,710.93,0.17
3.21,859,707.12,0.17
3.215,620,700.84,0.17
3.22,0,700.84,0.17
3.225,46,700.85,0.17
3.23,384,701.11,0.17
3.236,879,702.49,0.17
3.24,2360,712.16,0.17
3.245,2120,720.0,0.18
3.25,332,718.37,0.18
3.255,297,718.1,0.18
3.261,957,718.87,0.18
3.265,810,719.25,0.18
3.27,0,718.96,0.18
3.276,0,718.95,0.18
3.281,0,717.8,0.18
3.286,45,716.33,0.17
3.291,0,710.11,0.17
3.297,0,710.11,0.17
3.301,0,706.37,0.17
3.306,926,698.74,0.17
3.311,314,691.65,0.17
3.316,395,691.93,0.17
3.322,2280,699.11,0.17
3.326,2027,690.15,0.17
3.331,1291,692.83,0.17
3.336,1166,695.15,0.17
3.341,333,692.93,0.17
3.346,1309,694.79,0.17
3.351,74,694.8,0.17
3.356,0,692.24,0.17
3.363,1407,695.09,0.17
3.366,1544,699.37,0.17
3.371,110,696.39,0.17
3.376,157,693.29,0.17
3.381,268,693.04,0.17
3.387,461,690.93,0.17
3.391,0,690.93,0.17
3.396,878,689.67,0.17
3.401,0,689.12,0.17
3.406,1560,693.39,0.17
3.412,1227,696.1,0.17
3.416,664,696.89,0.17
3.421,0,696.88,0.17
3.426,0,694.77,0.17
3.431,0,690.55,0.17
3.436,847,691.85,0.17
3.441,0,691.7,0.17
3.447,220,690.89,0.17
3.451,1102,693.03,0.17
3.456,488,693.34,0.17
3.461,2685,706.22,0.17
3.466,283,704.17,0.17
3.472,1902,710.56,0.17
3.476,1373,712.16,0.17
3.481,953,709.26,0.17
3.486,287,708.24,0.17
3.491,104,708.26,0.17
3.496,40,708.26,0.17
3.502,574,708.65,0.17
3.506,0,708.65,0.17
3.511,919,710.14,0.17
3.516,0,710.14,0.17
3.521,104,710.16,0.17
3.527,1133,712.41,0.17
3.531,0,711.17,0.17
3.536,744,712.14,0.17
3.541,0,712.12,0.17
3.546,1290,715.04,0.17
3.552,0,715.04,0.17
3.556,264,708.82,0.17
3.562,2655,721.15,0.18
3.566,0,721.15,0.18
3.571,0,720.96,0.18
3.576,255,721.07,0.18
3.581,894,722.45,0.18
3.587,1095,724.33,0.18
3.591,2154,732.21,0.18
3.596,632,732.89,0.18
3.601,551,733.41,0.18
3.606,1033,735.16,0.18
3.612,0,734.77,0.18
3.616,217,732.8,0.18
3.621,2631,744.27,0.18
3.626,3401,759.92,0.19
3.631,794,759.35,0.19
3.636,2426,768.83,0.19
3.641,0,768.53,0.19
3.646,842,769.63,0.19
3.651,142,769.66,0.19
3.656,120,768.81,0.19
3.661,0,768.81,0.19
3.667,569,769.34,0.19
3.671,27,769.34,0.19
3.676,0,769.34,0.19
3.681,378,769.57,0.19
3.686,317,769.73,0.19
3.691,1183,772.0,0.19
3.696,0,770.38,0.19
3.701,856,771.38,0.19
3.706,494,771.77,0.19
3.711,363,771.98,0.19
3.716,605,772.0,0.19
3.721,1021,773.61,0.19
3.726,112,773.6,0.19
3.731,607,774.19,0.19
3.736,702,774.87,0.19
3.741,4,774.87,0.19
3.746,989,776.45,0.19
3.751,442,776.76,0.19
3.756,0,776.6,0.19
3.761,72,776.61,0.19
3.766,137,775.17,0.19
3.771,55,775.13,0.19
3.776,1948,781.23,0.19
3.782,1355,784.16,0.19
3.786,74,784.17,0.19
3.791,0,783.58,0.19
3.796,0,783.33,0.19
3.801,892,784.04,0.19
3.806,602,784.62,0.19
3.811,0,783.94,0.19
3.817,376,784.17,0.19
3.821,167,784.18,0.19
3.826,0,784.18,0.19
3.831,0,784.18,0.19
3.836,249,784.28,0.19
3.842,809,785.32,0.19
3.846,857,786.49,0.19
3.851,0,786.49,0.19
3.856,303,786.64,0.19
3.861,0,786.64,0.19
3.867,2444,795.44,0.19
3.871,1688,799.9,0.2
3.877,0,799.9,0.2
3.881,0,799.87,0.2
3.886,18,799.87,0.2
3.891,0,799.87,0.2
3.896,0,799.87,0.2
3.901,0,799.87,0.2
3.906,0,799.87,0.2
3.911,0,799.87,0.2
3.916,0,799.87,0.2
3.922,0,799.87,0.2
3.926,174,799.91,0.2
3.931,407,800.17,0.2
3.936,0,800.17,0.2
3.941,0,800.17,0.2
3.946,598,800.73,0.2
3.952,310,800.88,0.2
3.956,0,800.88,0.2
3.961,0,800.88,0.2
3.966,0,800.87,0.2
3.971,0,800.87,0.2
3.976,0,800.87,0.2
3.981,0,800.87,0.2
3.987,0,800.87,0.2
3.991,0,800.87,0.2
3.996,0,800.87,0.2
4.001,0,800.87,0.2
4.006,0,800.87,0.2
4.011,0,800.87,0.2
4.016,0,800.87,0.2
4.021,0,800.87,0.2
4.026,0,800.87,0.2
4.031,0,800.87,0.2
4.036,0,800.87,0.2
4.041,408,801.13,0.2
4.046,0,801.13,0.2
4.051,0,801.13,0.2
4.056,0,801.13,0.2
4.061,0,801.13,0.2
4.066,0,801.13,0.2
4.071,0,801.13,0.2
4.076,0,801.13,0.2
4.081,0,801.13,0.2
4.086,0,801.13,0.2
4.091,0,801.13,0.2
4.097,0,801.13,0.2
4.101,0,801.13,0.2
4.106,0,801.13,0.2
4.111,0,801.13,0.2
4.116,0,801.13,0.2
4.122,0,801.13,0.2
4.126,0,801.13,0.2
4.131,0,801.13,0.2
4.136,0,801.13,0.2
4.141,0,801.13,0.2
4.146,0,801.13,0.2
4.151,0,801.13,0.2
4.156,0,801.13,0.2
4.161,0,801.13,0.2
4.166,0,801.13,0.2
4.171,0,801.13,0.2
4.176,0,801.13,0.2
4.181,0,801.13,0.2
4.186,0,801.13,0.2
4.191,0,801.13,0.2
4.196,0,801.13,0.2
4.201,0,801.13,0.2
4.206,0,801.13,0.2
4.212,0,801.13,0.2
4.216,0,801.13,0.2
4.221,234,801.21,0.2
4.233,0,801.21,0.2
4.245,0,801.21,0.2
4.248,0,801.21,0.2
4.256,0,801.21,0.2
4.256,0,801.21,0.2
4.257,0,801.21,0.2
4.259,0,801.21,0.2
4.277,0,801.21,0.2
4.278,0,801.21,0.2
4.278,0,801.21,0.2
4.278,0,801.21,0.2
4.281,0,801.21,0.2
4.286,0,801.21,0.2
4.291,0,801.21,0.2
4.297,0,801.21,0.2
4.301,0,801.21,0.2
4.306,0,801.21,0.2
4.311,0,801.21,0.2
4.316,0,801.21,0.2
4.321,0,801.21,0.2
4.326,0,801.21,0.2
4.331,0,801.21,0.2
4.336,0,801.21,0.2
4.341,0,801.21,0.2
4.346,0,801.21,0.2
4.351,0,801.21,0.2
4.356,0,801.21,0.2
4.361,0,801.21,0.2
4.366,0,801.21,0.2
4.371,0,801.21,0.2
4.376,0,801.21,0.2
4.382,0,801.21,0.2
4.386,0,801.21,0.2
4.391,0,801.21,0.2
4.396,0,801.21,0.2
4.401,0,801.21,0.2
4.406,0,801.21,0.2
4.411,0,801.21,0.2
4.416,0,801.21,0.2
4.421,0,801.21,0.2
4.426,0,801.21,0.2
4.431,0,801.21,0.2
4.437,0,801.21,0.2
4.441,460,801.54,0.2
4.446,0,801.54,0.2
4.451,253,801.64,0.2
4.456,841,802.74,0.2
4.461,398,802.99,0.2
4.467,0,802.99,0.2
4.471,22,802.99,0.2
4.476,0,802.99,0.2
4.481,0,802.99,0.2
4.486,0,802.99,0.2
4.491,0,802.99,0.2
4.496,1359,805.86,0.2
4.502,0,805.86,0.2
4.506,0,805.86,0.2
4.511,0,805.86,0.2
4.516,4095,831.47,0.2
4.521,887,832.65,0.2
4.526,646,833.27,0.2
4.531,359,833.47,0.2
4.536,1560,837.11,0.2
4.541,926,838.38,0.2
4.546,1016,839.92,0.2
4.551,265,840.03,0.2
4.556,0,840.03,0.2
4.561,941,841.29,0.21
4.566,3817,862.67,0.21
4.571,2298,870.28,0.21
4.576,2048,876.29,0.21
4.581,2137,882.78,0.22
4.586,408,882.99,0.22
4.591,0,882.99,0.22
4.596,0,882.99,0.22
4.601,1514,886.23,0.22
4.606,763,887.05,0.22
4.612,2729,897.49,0.22
4.616,3671,916.06,0.22
4.621,2808,926.76,0.23
4.626,0,926.76,0.23
4.631,894,927.84,0.23
4.636,3262,941.6,0.23
4.641,413,941.83,0.23
4.646,1272,943.98,0.23
4.651,554,944.35,0.23
4.656,0,944.35,0.23
4.661,686,944.97,0.23
4.667,0,944.97,0.23
4.671,237,945.05,0.23
4.676,1534,948.15,0.23
4.681,638,948.69,0.23
4.686,0,948.69,0.23
4.691,1326,951.0,0.23
4.697,582,951.45,0.23
4.701,942,952.61,0.23
4.706,696,953.25,0.23
4.711,1408,955.84,0.23
4.716,2023,961.18,0.23
4.721,1967,966.2,0.24
4.726,1725,970.03,0.24
4.732,2717,979.5,0.24
4.736,478,979.79,0.24
4.741,3256,993.23,0.24
4.746,607,993.69,0.24
4.752,1226,995.58,0.24
4.756,0,995.58,0.24
4.761,409,995.79,0.24
4.766,1435,998.37,0.24
4.771,890,999.35,0.24
4.776,346,999.5,0.24
4.782,0,999.5,0.24
4.786,670,1000.06,0.24
4.791,1079,1001.51,0.24
4.796,940,1002.61,0.24
4.801,0,1002.61,0.24
4.806,520,999.85,0.24
4.811,0,999.62,0.24
4.816,396,992.22,0.24
4.821,1879,996.66,0.24
4.826,0,996.33,0.24
4.831,1615,999.25,0.24
4.837,334,998.89,0.24
4.841,0,998.89,0.24
4.846,0,998.89,0.24
4.851,1433,1001.4,0.24
4.856,1232,1000.89,0.24
4.861,153,1000.92,0.24
4.866,1486,999.63,0.24
4.871,3210,1012.43,0.25
4.876,0,1012.0,0.25
4.881,47,1012.0,0.25
4.886,1454,1014.16,0.25
4.891,3438,1025.49,0.25
4.897,2921,1035.83,0.25
4.901,798,1036.46,0.25
4.906,1629,1039.65,0.25
4.911,0,1039.65,0.25
4.916,831,1036.21,0.25
4.921,1353,1032.31,0.25
4.926,633,1032.78,0.25
4.932,57,1029.19,0.25
4.936,202,1019.58,0.25
4.941,45,1019.58,0.25
4.946,779,1019.29,0.25
4.952,2376,1024.96,0.25
4.956,366,1025.1,0.25
4.961,458,1025.36,0.25
4.966,1002,1026.55,0.25
4.971,568,1026.61,0.25
4.976,0,1026.33,0.25
4.981,1468,1028.95,0.25
4.986,173,1028.94,0.25
4.991,18,1028.01,0.25
4.996,0,1028.01,0.25
5.001,0,1027.5,0.25
5.006,0,1026.88,0.25
5.011,0,1025.85,0.25
5.016,0,1016.21,0.25
5.021,0,997.2,0.24
5.026,0,997.2,0.24
5.031,0,997.01,0.24
5.036,0,990.97,0.24
5.041,0,990.97,0.24
5.047,204,991.03,0.24
5.051,186,989.22,0.24
5.056,279,986.28,0.24
5.061,0,986.07,0.24
5.067,0,981.19,0.24
5.071,0,981.19,0.24
5.076,0,977.66,0.24
5.082,0,976.06,0.24
5.086,0,968.67,0.24
5.091,0,966.63,0.24
5.096,0,960.53,0.23
5.101,0,957.61,0.23
5.106,0,957.61,0.23
5.111,0,942.7,0.23
5.116,16,940.33,0.23
5.121,0,936.15,0.23
5.126,0,924.45,0.23
5.131,0,924.45,0.23
5.136,0,924.31,0.23
5.141,0,923.92,0.23
5.146,0,923.92,0.23
5.151,0,923.9,0.23
5.157,0,923.29,0.23
5.161,0,923.26,0.23
5.166,0,915.85,0.22
5.171,362,916.03,0.22
5.176,0,916.03,0.22
5.182,0,916.03,0.22
5.186,0,916.03,0.22
5.191,0,915.68,0.22
5.196,0,913.84,0.22
5.201,0,913.13,0.22
